path,sign,total_frame
data/imam/raw_landmarks/Resep Obat Sakit Gigi_11.parquet,gigi,29
data/imam/raw_landmarks/Resep Obat Sakit Gigi_12.parquet,resep,36
data/imam/raw_landmarks/Resep Obat Sakit Gigi_13.parquet,obat,25
data/imam/raw_landmarks/Resep Obat Sakit Gigi_14.parquet,sakit,41
data/imam/raw_landmarks/Resep Obat Sakit Gigi_15.parquet,gigi,27
data/imam/raw_landmarks/Resep Obat Sakit Gigi_16.parquet,resep,37
data/imam/raw_landmarks/Resep Obat Sakit Gigi_17.parquet,obat,25
data/imam/raw_landmarks/Resep Obat Sakit Gigi_18.parquet,sakit,38
data/imam/raw_landmarks/Resep Obat Sakit Gigi_19.parquet,gigi,31
data/imam/raw_landmarks/Resep Obat Sakit Gigi_20.parquet,resep,39
data/imam/raw_landmarks/Resep Obat Sakit Gigi_21.parquet,obat,23
data/imam/raw_landmarks/Resep Obat Sakit Gigi_22.parquet,sakit,38
data/imam/raw_landmarks/Resep Obat Sakit Gigi_23.parquet,gigi,29
data/imam/raw_landmarks/Resep Obat Sakit Kepala_0.parquet,resep,39
data/imam/raw_landmarks/Resep Obat Sakit Kepala_1.parquet,obat,31
data/imam/raw_landmarks/Resep Obat Sakit Kepala_2.parquet,sakit,41
data/imam/raw_landmarks/Resep Obat Sakit Kepala_3.parquet,kepala,42
data/imam/raw_landmarks/Resep Obat Sakit Kepala_4.parquet,resep,42
data/imam/raw_landmarks/Resep Obat Sakit Kepala_5.parquet,obat,32
data/imam/raw_landmarks/Resep Obat Sakit Kepala_6.parquet,sakit,36
data/imam/raw_landmarks/Resep Obat Sakit Kepala_7.parquet,kepala,46
data/imam/raw_landmarks/Resep Obat Sakit Kepala_8.parquet,resep,35
data/imam/raw_landmarks/Resep Obat Sakit Kepala_9.parquet,obat,31
data/imam/raw_landmarks/Resep Obat Sakit Kepala_10.parquet,sakit,42
data/imam/raw_landmarks/Resep Obat Sakit Kepala_11.parquet,kepala,46
data/imam/raw_landmarks/Resep Obat Sakit Kepala_12.parquet,resep,34
data/imam/raw_landmarks/Resep Obat Sakit Kepala_13.parquet,obat,31
data/imam/raw_landmarks/Resep Obat Sakit Kepala_14.parquet,sakit,39
data/imam/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala,43
data/imam/raw_landmarks/Resep Obat Sakit Kepala_16.parquet,resep,38
data/imam/raw_landmarks/Resep Obat Sakit Kepala_17.parquet,obat,29
data/imam/raw_landmarks/Resep Obat Sakit Kepala_18.parquet,sakit,40
data/imam/raw_landmarks/Resep Obat Sakit Kepala_19.parquet,kepala,47
data/imam/raw_landmarks/Resep Obat Sakit Kepala_20.parquet,resep,36
data/imam/raw_landmarks/Resep Obat Sakit Kepala_21.parquet,obat,28
data/imam/raw_landmarks/Resep Obat Sakit Kepala_22.parquet,sakit,40
data/imam/raw_landmarks/Resep Obat Sakit Kepala_23.parquet,kepala,48
data/imam/raw_landmarks/Resep Obat Sakit Perut_0.parquet,resep,39
data/imam/raw_landmarks/Resep Obat Sakit Perut_1.parquet,obat,28
data/imam/raw_landmarks/Resep Obat Sakit Perut_2.parquet,sakit,40
data/imam/raw_landmarks/Resep Obat Sakit Perut_3.parquet,perut,43
data/imam/raw_landmarks/Resep Obat Sakit Perut_4.parquet,resep,35
data/imam/raw_landmarks/Resep Obat Sakit Perut_5.parquet,obat,29
data/imam/raw_landmarks/Resep Obat Sakit Perut_6.parquet,sakit,42
data/imam/raw_landmarks/Resep Obat Sakit Perut_7.parquet,perut,37
data/imam/raw_landmarks/Resep Obat Sakit Perut_8.parquet,resep,37
data/imam/raw_landmarks/Resep Obat Sakit Perut_9.parquet,obat,32
data/imam/raw_landmarks/Resep Obat Sakit Perut_10.parquet,sakit,40
data/imam/raw_landmarks/Resep Obat Sakit Perut_11.parquet,perut,38
data/imam/raw_landmarks/Resep Obat Sakit Perut_12.parquet,resep,40
data/imam/raw_landmarks/Resep Obat Sakit Perut_13.parquet,obat,26
data/imam/raw_landmarks/Resep Obat Sakit Perut_14.parquet,sakit,39
data/imam/raw_landmarks/Resep Obat Sakit Perut_15.parquet,perut,46
data/imam/raw_landmarks/Resep Obat Sakit Perut_16.parquet,resep,38
data/imam/raw_landmarks/Resep Obat Sakit Perut_17.parquet,obat,29
data/imam/raw_landmarks/Resep Obat Sakit Perut_18.parquet,sakit,42
data/imam/raw_landmarks/Resep Obat Sakit Perut_19.parquet,perut,37
data/imam/raw_landmarks/Resep Obat Sakit Perut_20.parquet,resep,32
data/imam/raw_landmarks/Resep Obat Sakit Perut_21.parquet,obat,31
data/imam/raw_landmarks/Resep Obat Sakit Perut_22.parquet,sakit,38
data/imam/raw_landmarks/Resep Obat Sakit Perut_23.parquet,perut,36
data/imam/raw_landmarks/Resep Obat Batuk_0.parquet,resep,33
data/imam/raw_landmarks/Resep Obat Batuk_1.parquet,obat,33
data/imam/raw_landmarks/Resep Obat Batuk_2.parquet,batuk,30
data/imam/raw_landmarks/Resep Obat Batuk_3.parquet,resep,43
data/imam/raw_landmarks/Resep Obat Batuk_4.parquet,obat,32
data/imam/raw_landmarks/Resep Obat Batuk_5.parquet,batuk,34
data/imam/raw_landmarks/Resep Obat Batuk_6.parquet,resep,44
data/imam/raw_landmarks/Resep Obat Batuk_7.parquet,obat,37
data/imam/raw_landmarks/Resep Obat Batuk_8.parquet,batuk,30
data/imam/raw_landmarks/Resep Obat Batuk_9.parquet,resep,40
data/imam/raw_landmarks/Resep Obat Batuk_10.parquet,obat,33
data/imam/raw_landmarks/Resep Obat Batuk_11.parquet,batuk,31
data/imam/raw_landmarks/Resep Obat Batuk_12.parquet,resep,36
data/imam/raw_landmarks/Resep Obat Batuk_13.parquet,obat,33
data/imam/raw_landmarks/Resep Obat Batuk_14.parquet,batuk,40
data/imam/raw_landmarks/Resep Obat Demam_0.parquet,resep,32
data/imam/raw_landmarks/Resep Obat Demam_1.parquet,obat,26
data/imam/raw_landmarks/Resep Obat Demam_2.parquet,demam,38
data/imam/raw_landmarks/Resep Obat Demam_3.parquet,resep,38
data/imam/raw_landmarks/Resep Obat Demam_4.parquet,obat,27
data/imam/raw_landmarks/Resep Obat Demam_5.parquet,demam,34
data/imam/raw_landmarks/Resep Obat Demam_6.parquet,resep,35
data/imam/raw_landmarks/Resep Obat Demam_7.parquet,obat,25
data/imam/raw_landmarks/Resep Obat Demam_8.parquet,demam,39
data/imam/raw_landmarks/Resep Obat Demam_9.parquet,resep,33
data/imam/raw_landmarks/Resep Obat Demam_10.parquet,obat,24
data/imam/raw_landmarks/Resep Obat Demam_11.parquet,demam,40
data/imam/raw_landmarks/Resep Obat Demam_12.parquet,resep,36
data/imam/raw_landmarks/Resep Obat Demam_13.parquet,obat,27
data/imam/raw_landmarks/Resep Obat Demam_14.parquet,demam,40
data/imam/raw_landmarks/Resep Obat Demam_15.parquet,resep,35
data/imam/raw_landmarks/Resep Obat Demam_16.parquet,obat,27
data/imam/raw_landmarks/Resep Obat Demam_17.parquet,demam,39
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_0.parquet,minum,43
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_1.parquet,obat,27
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_2.parquet,sakit,40
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_3.parquet,gigi,28
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_4.parquet,minum,38
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_5.parquet,obat,27
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_6.parquet,sakit,39
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_7.parquet,gigi,31
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_8.parquet,minum,37
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_9.parquet,obat,35
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_10.parquet,sakit,42
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_11.parquet,gigi,30
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_12.parquet,minum,46
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_13.parquet,sakit,37
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_14.parquet,gigi,29
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_15.parquet,obat,28
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_16.parquet,sakit,37
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_17.parquet,gigi,34
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_18.parquet,minum,49
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_19.parquet,obat,32
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_20.parquet,sakit,36
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_21.parquet,gigi,34
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_22.parquet,minum,46
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_23.parquet,obat,29
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_24.parquet,sakit,47
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_25.parquet,gigi,33
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_26.parquet,minum,48
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_27.parquet,obat,29
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_28.parquet,sakit,42
data/jafar/raw_landmarks/Minum Obat Sakit Gigi_29.parquet,gigi,32
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_0.parquet,minum,46
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_1.parquet,obat,29
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_2.parquet,sakit,44
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_3.parquet,kepala,41
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_4.parquet,minum,42
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_5.parquet,obat,29
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_6.parquet,sakit,42
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_7.parquet,kepala,37
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_8.parquet,minum,49
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_9.parquet,obat,29
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_10.parquet,sakit,44
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_11.parquet,kepala,36
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_12.parquet,minum,42
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_13.parquet,obat,29
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_14.parquet,sakit,43
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_15.parquet,kepala,41
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_16.parquet,minum,44
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_17.parquet,obat,26
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_18.parquet,sakit,40
data/jafar/raw_landmarks/Minum Obat Sakit Kepala_19.parquet,kepala,40
data/jafar/raw_landmarks/Minum Obat Sakit Perut_0.parquet,minum,43
data/jafar/raw_landmarks/Minum Obat Sakit Perut_1.parquet,obat,28
data/jafar/raw_landmarks/Minum Obat Sakit Perut_2.parquet,sakit,46
data/jafar/raw_landmarks/Minum Obat Sakit Perut_3.parquet,perut,45
data/jafar/raw_landmarks/Minum Obat Sakit Perut_4.parquet,minum,46
data/jafar/raw_landmarks/Minum Obat Sakit Perut_5.parquet,obat,29
data/jafar/raw_landmarks/Minum Obat Sakit Perut_6.parquet,sakit,42
data/jafar/raw_landmarks/Minum Obat Sakit Perut_7.parquet,perut,43
data/jafar/raw_landmarks/Minum Obat Sakit Perut_8.parquet,minum,41
data/jafar/raw_landmarks/Minum Obat Sakit Perut_9.parquet,obat,31
data/jafar/raw_landmarks/Minum Obat Sakit Perut_10.parquet,sakit,48
data/jafar/raw_landmarks/Minum Obat Sakit Perut_11.parquet,perut,38
data/jafar/raw_landmarks/Minum Obat Sakit Perut_12.parquet,minum,53
data/jafar/raw_landmarks/Minum Obat Sakit Perut_13.parquet,sakit,40
data/jafar/raw_landmarks/Minum Obat Sakit Perut_14.parquet,perut,36
data/jafar/raw_landmarks/Minum Obat Sakit Perut_15.parquet,minum,65
data/jafar/raw_landmarks/Minum Obat Sakit Perut_16.parquet,obat,28
data/jafar/raw_landmarks/Minum Obat Sakit Perut_17.parquet,sakit,43
data/jafar/raw_landmarks/Minum Obat Sakit Perut_18.parquet,perut,47
data/jafar/raw_landmarks/Minum Obat Sakit Perut_19.parquet,minum,45
data/jafar/raw_landmarks/Minum Obat Sakit Perut_20.parquet,obat,32
data/jafar/raw_landmarks/Minum Obat Sakit Perut_21.parquet,sakit,45
data/jafar/raw_landmarks/Minum Obat Sakit Perut_22.parquet,perut,56
data/jafar/raw_landmarks/Minum Obat Batuk_0.parquet,minum,38
data/jafar/raw_landmarks/Minum Obat Batuk_1.parquet,obat,33
data/jafar/raw_landmarks/Minum Obat Batuk_2.parquet,batuk,40
data/jafar/raw_landmarks/Minum Obat Batuk_3.parquet,minum,39
data/jafar/raw_landmarks/Minum Obat Batuk_4.parquet,obat,33
data/jafar/raw_landmarks/Minum Obat Batuk_5.parquet,batuk,38
data/jafar/raw_landmarks/Minum Obat Batuk_6.parquet,minum,41
data/jafar/raw_landmarks/Minum Obat Batuk_7.parquet,obat,32
data/jafar/raw_landmarks/Minum Obat Batuk_8.parquet,batuk,35
data/jafar/raw_landmarks/Minum Obat Batuk_9.parquet,minum,36
data/jafar/raw_landmarks/Minum Obat Batuk_10.parquet,obat,34
data/jafar/raw_landmarks/Minum Obat Batuk_11.parquet,batuk,32
data/jafar/raw_landmarks/Minum Obat Batuk_12.parquet,minum,39
data/jafar/raw_landmarks/Minum Obat Batuk_13.parquet,obat,31
data/jafar/raw_landmarks/Minum Obat Batuk_14.parquet,batuk,36
data/jafar/raw_landmarks/Minum Obat Demam_0.parquet,minum,47
data/jafar/raw_landmarks/Minum Obat Demam_1.parquet,obat,28
data/jafar/raw_landmarks/Minum Obat Demam_2.parquet,demam,51
data/jafar/raw_landmarks/Minum Obat Demam_3.parquet,minum,42
data/jafar/raw_landmarks/Minum Obat Demam_4.parquet,obat,30
data/jafar/raw_landmarks/Minum Obat Demam_5.parquet,demam,53
data/jafar/raw_landmarks/Minum Obat Demam_6.parquet,minum,46
data/jafar/raw_landmarks/Minum Obat Demam_7.parquet,obat,30
data/jafar/raw_landmarks/Minum Obat Demam_8.parquet,demam,49
data/jafar/raw_landmarks/Minum Obat Demam_9.parquet,minum,51
data/jafar/raw_landmarks/Minum Obat Demam_10.parquet,obat,30
data/jafar/raw_landmarks/Minum Obat Demam_11.parquet,demam,46
data/jafar/raw_landmarks/Minum Obat Demam_12.parquet,minum,61
data/jafar/raw_landmarks/Minum Obat Demam_13.parquet,obat,31
data/jafar/raw_landmarks/Minum Obat Demam_14.parquet,demam,53
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_0.parquet,resep,44
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_1.parquet,obat,40
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_2.parquet,sakit,55
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_3.parquet,gigi,36
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_4.parquet,resep,46
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_5.parquet,obat,34
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_6.parquet,sakit,54
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_7.parquet,gigi,45
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_8.parquet,resep,46
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_9.parquet,obat,42
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_10.parquet,sakit,53
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_11.parquet,gigi,40
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_12.parquet,resep,42
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_13.parquet,obat,35
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_14.parquet,sakit,50
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_15.parquet,gigi,34
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_16.parquet,resep,39
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_17.parquet,obat,37
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_18.parquet,sakit,55
data/jafar/raw_landmarks/Resep Obat Sakit Gigi_19.parquet,gigi,38
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_0.parquet,resep,45
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_1.parquet,obat,37
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_2.parquet,sakit,52
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_3.parquet,kepala,45
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_4.parquet,resep,25
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_5.parquet,obat,29
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_6.parquet,sakit,44
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_7.parquet,kepala,41
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_8.parquet,resep,32
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_9.parquet,obat,31
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_10.parquet,sakit,46
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_11.parquet,kepala,41
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_12.parquet,resep,32
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_13.parquet,obat,27
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_14.parquet,sakit,44
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala,39
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_16.parquet,resep,34
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_17.parquet,obat,31
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_18.parquet,sakit,52
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_19.parquet,kepala,43
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_20.parquet,resep,36
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_21.parquet,obat,31
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_22.parquet,sakit,44
data/jafar/raw_landmarks/Resep Obat Sakit Kepala_23.parquet,kepala,40
data/jafar/raw_landmarks/Resep Obat Sakit Perut_0.parquet,resep,41
data/jafar/raw_landmarks/Resep Obat Sakit Perut_1.parquet,obat,31
data/jafar/raw_landmarks/Resep Obat Sakit Perut_2.parquet,sakit,41
data/jafar/raw_landmarks/Resep Obat Sakit Perut_3.parquet,perut,47
data/jafar/raw_landmarks/Resep Obat Sakit Perut_4.parquet,resep,27
data/jafar/raw_landmarks/Resep Obat Sakit Perut_5.parquet,obat,30
data/jafar/raw_landmarks/Resep Obat Sakit Perut_6.parquet,sakit,44
data/jafar/raw_landmarks/Resep Obat Sakit Perut_7.parquet,perut,47
data/jafar/raw_landmarks/Resep Obat Sakit Perut_8.parquet,resep,31
data/jafar/raw_landmarks/Resep Obat Sakit Perut_9.parquet,obat,31
data/jafar/raw_landmarks/Resep Obat Sakit Perut_10.parquet,sakit,45
data/jafar/raw_landmarks/Resep Obat Sakit Perut_11.parquet,perut,47
data/jafar/raw_landmarks/Resep Obat Sakit Perut_12.parquet,resep,35
data/jafar/raw_landmarks/Resep Obat Sakit Perut_13.parquet,obat,29
data/jafar/raw_landmarks/Resep Obat Sakit Perut_14.parquet,sakit,45
data/jafar/raw_landmarks/Resep Obat Sakit Perut_15.parquet,perut,44
data/jafar/raw_landmarks/Resep Obat Sakit Perut_16.parquet,resep,31
data/jafar/raw_landmarks/Resep Obat Sakit Perut_17.parquet,obat,32
data/jafar/raw_landmarks/Resep Obat Sakit Perut_18.parquet,sakit,42
data/jafar/raw_landmarks/Resep Obat Sakit Perut_19.parquet,perut,46
data/jafar/raw_landmarks/Resep Obat Batuk_0.parquet,resep,41
data/jafar/raw_landmarks/Resep Obat Batuk_1.parquet,obat,42
data/jafar/raw_landmarks/Resep Obat Batuk_2.parquet,batuk,38
data/jafar/raw_landmarks/Resep Obat Batuk_3.parquet,resep,45
data/jafar/raw_landmarks/Resep Obat Batuk_4.parquet,obat,34
data/jafar/raw_landmarks/Resep Obat Batuk_5.parquet,batuk,37
data/jafar/raw_landmarks/Resep Obat Batuk_6.parquet,resep,54
data/jafar/raw_landmarks/Resep Obat Batuk_7.parquet,obat,34
data/jafar/raw_landmarks/Resep Obat Batuk_8.parquet,batuk,37
data/jafar/raw_landmarks/Resep Obat Batuk_9.parquet,resep,52
data/jafar/raw_landmarks/Resep Obat Batuk_10.parquet,obat,31
data/jafar/raw_landmarks/Resep Obat Batuk_11.parquet,batuk,40
data/jafar/raw_landmarks/Resep Obat Batuk_12.parquet,resep,47
data/jafar/raw_landmarks/Resep Obat Batuk_13.parquet,obat,32
data/jafar/raw_landmarks/Resep Obat Batuk_14.parquet,batuk,44
data/jafar/raw_landmarks/Resep Obat Demam_0.parquet,resep,37
data/jafar/raw_landmarks/Resep Obat Demam_1.parquet,obat,33
data/jafar/raw_landmarks/Resep Obat Demam_2.parquet,demam,38
data/jafar/raw_landmarks/Resep Obat Demam_3.parquet,resep,37
data/jafar/raw_landmarks/Resep Obat Demam_4.parquet,obat,35
data/jafar/raw_landmarks/Resep Obat Demam_5.parquet,demam,43
data/jafar/raw_landmarks/Resep Obat Demam_6.parquet,resep,45
data/jafar/raw_landmarks/Resep Obat Demam_7.parquet,obat,33
data/jafar/raw_landmarks/Resep Obat Demam_8.parquet,demam,38
data/jafar/raw_landmarks/Resep Obat Demam_9.parquet,resep,37
data/jafar/raw_landmarks/Resep Obat Demam_10.parquet,obat,31
data/jafar/raw_landmarks/Resep Obat Demam_11.parquet,demam,40
data/jafar/raw_landmarks/Resep Obat Demam_12.parquet,resep,34
data/jafar/raw_landmarks/Resep Obat Demam_13.parquet,obat,33
data/jafar/raw_landmarks/Resep Obat Demam_14.parquet,demam,37
data/joy/raw_landmarks/Minum Obat Sakit Gigi_0.parquet,minum,41
data/joy/raw_landmarks/Minum Obat Sakit Gigi_1.parquet,obat,29
data/joy/raw_landmarks/Minum Obat Sakit Gigi_2.parquet,sakit,52
data/joy/raw_landmarks/Minum Obat Sakit Gigi_3.parquet,gigi,38
data/joy/raw_landmarks/Minum Obat Sakit Gigi_4.parquet,minum,55
data/joy/raw_landmarks/Minum Obat Sakit Gigi_5.parquet,obat,51
data/joy/raw_landmarks/Minum Obat Sakit Gigi_6.parquet,obat,50
data/joy/raw_landmarks/Minum Obat Sakit Gigi_7.parquet,gigi,38
data/joy/raw_landmarks/Minum Obat Sakit Gigi_8.parquet,minum,54
data/joy/raw_landmarks/Minum Obat Sakit Gigi_9.parquet,obat,49
data/joy/raw_landmarks/Minum Obat Sakit Gigi_10.parquet,sakit,55
data/joy/raw_landmarks/Minum Obat Sakit Gigi_11.parquet,gigi,36
data/joy/raw_landmarks/Minum Obat Sakit Gigi_12.parquet,minum,61
data/joy/raw_landmarks/Minum Obat Sakit Gigi_13.parquet,obat,44
data/joy/raw_landmarks/Minum Obat Sakit Gigi_14.parquet,sakit,57
data/joy/raw_landmarks/Minum Obat Sakit Gigi_15.parquet,gigi,36
data/joy/raw_landmarks/Minum Obat Sakit Gigi_16.parquet,minum,58
data/joy/raw_landmarks/Minum Obat Sakit Gigi_17.parquet,obat,43
data/joy/raw_landmarks/Minum Obat Sakit Gigi_18.parquet,sakit,46
data/joy/raw_landmarks/Minum Obat Sakit Gigi_19.parquet,gigi,48
data/joy/raw_landmarks/Minum Obat Sakit Perut_0.parquet,minum,45
data/joy/raw_landmarks/Minum Obat Sakit Perut_1.parquet,obat,43
data/joy/raw_landmarks/Minum Obat Sakit Perut_2.parquet,sakit,56
data/joy/raw_landmarks/Minum Obat Sakit Perut_3.parquet,perut,44
data/joy/raw_landmarks/Minum Obat Sakit Perut_4.parquet,minum,54
data/joy/raw_landmarks/Minum Obat Sakit Perut_5.parquet,obat,55
data/joy/raw_landmarks/Minum Obat Sakit Perut_6.parquet,sakit,53
data/joy/raw_landmarks/Minum Obat Sakit Perut_7.parquet,perut,44
data/joy/raw_landmarks/Minum Obat Sakit Perut_8.parquet,minum,52
data/joy/raw_landmarks/Minum Obat Sakit Perut_9.parquet,obat,44
data/joy/raw_landmarks/Minum Obat Sakit Perut_10.parquet,sakit,59
data/joy/raw_landmarks/Minum Obat Sakit Perut_11.parquet,perut,48
data/joy/raw_landmarks/Minum Obat Sakit Perut_12.parquet,minum,47
data/joy/raw_landmarks/Minum Obat Sakit Perut_13.parquet,obat,46
data/joy/raw_landmarks/Minum Obat Sakit Perut_14.parquet,sakit,60
data/joy/raw_landmarks/Minum Obat Sakit Perut_15.parquet,perut,55
data/joy/raw_landmarks/Minum Obat Sakit Perut_16.parquet,minum,53
data/joy/raw_landmarks/Minum Obat Sakit Perut_17.parquet,obat,42
data/joy/raw_landmarks/Minum Obat Sakit Perut_18.parquet,sakit,56
data/joy/raw_landmarks/Minum Obat Sakit Perut_19.parquet,perut,41
data/joy/raw_landmarks/Resep Obat Batuk_0.parquet,resep,37
data/joy/raw_landmarks/Resep Obat Batuk_1.parquet,obat,31
data/joy/raw_landmarks/Resep Obat Batuk_2.parquet,batuk,41
data/joy/raw_landmarks/Resep Obat Batuk_3.parquet,resep,46
data/joy/raw_landmarks/Resep Obat Batuk_4.parquet,obat,27
data/joy/raw_landmarks/Resep Obat Batuk_5.parquet,batuk,36
data/joy/raw_landmarks/Resep Obat Batuk_6.parquet,resep,40
data/joy/raw_landmarks/Resep Obat Batuk_7.parquet,obat,30
data/joy/raw_landmarks/Resep Obat Batuk_8.parquet,batuk,33
data/joy/raw_landmarks/Resep Obat Batuk_9.parquet,resep,36
data/joy/raw_landmarks/Resep Obat Batuk_10.parquet,obat,36
data/joy/raw_landmarks/Resep Obat Batuk_11.parquet,batuk,34
data/joy/raw_landmarks/Resep Obat Batuk_12.parquet,resep,35
data/joy/raw_landmarks/Resep Obat Batuk_13.parquet,obat,39
data/joy/raw_landmarks/Resep Obat Batuk_14.parquet,batuk,36
data/joy/raw_landmarks/Minum Obat Batuk_0.parquet,minum,58
data/joy/raw_landmarks/Minum Obat Batuk_1.parquet,obat,48
data/joy/raw_landmarks/Minum Obat Batuk_2.parquet,batuk,49
data/joy/raw_landmarks/Minum Obat Batuk_3.parquet,minum,64
data/joy/raw_landmarks/Minum Obat Batuk_4.parquet,obat,42
data/joy/raw_landmarks/Minum Obat Batuk_5.parquet,batuk,48
data/joy/raw_landmarks/Minum Obat Batuk_6.parquet,minum,58
data/joy/raw_landmarks/Minum Obat Batuk_7.parquet,obat,56
data/joy/raw_landmarks/Minum Obat Batuk_8.parquet,batuk,50
data/joy/raw_landmarks/Minum Obat Batuk_9.parquet,minum,48
data/joy/raw_landmarks/Minum Obat Batuk_10.parquet,obat,49
data/joy/raw_landmarks/Minum Obat Batuk_11.parquet,batuk,45
data/joy/raw_landmarks/Minum Obat Batuk_12.parquet,minum,48
data/joy/raw_landmarks/Minum Obat Batuk_13.parquet,obat,52
data/joy/raw_landmarks/Minum Obat Batuk_14.parquet,batuk,50
data/joy/raw_landmarks/Minum Obat Batuk_15.parquet,minum,49
data/joy/raw_landmarks/Minum Obat Batuk_16.parquet,obat,51
data/joy/raw_landmarks/Minum Obat Batuk_17.parquet,minum,43
data/joy/raw_landmarks/Minum Obat Batuk_18.parquet,obat,50
data/joy/raw_landmarks/Minum Obat Batuk_19.parquet,batuk,65
data/joy/raw_landmarks/Minum Obat Demam_0.parquet,minum,47
